	name	feature.name	dist.to.feature	prom	exon	intron
64	Scube3	NM_001004366	-534	1	0	0
65	Cxxc4	NM_001004367	-46476	0	0	0
66	Dbx1	NM_001005232	186336	0	0	1
67	Sp9	NM_001005343	9071	0	0	0
68	Mreg	NM_001005423	90535	0	0	0
69	Zfp663	NM_001005425	-459	1	0	0
70	Barhl2	NM_001005477	-60955	0	0	0
71	Arhgap30	NM_001005508	642	1	0	1
72	Arhgap30	NM_001005508	610	1	0	1
73	Arhgap30	NM_001005508	626	1	0	1
74	Syne2	NM_001005510	22866	0	0	1
75	Syne2	NM_001005510	22691	0	0	1
76	Lmtk3	NM_001005511	8862	0	1	0
77	Phactr1	NM_001005740	18026	0	0	1
78	Phactr1	NM_001005740	170010	0	0	1
79	Phactr1	NM_001005748	-205943	0	0	1
80	Mcoln2	NM_001005846	31715	0	0	1
81	Clec4a4	NM_001005860	10060	0	0	1
82	Phactr3	NM_001007154	74391	0	0	1
83	Adam22	NM_001007221	-9289	0	0	0
84	Spag8	NM_001007463	490	1	1	0
85	Zfp251	NM_001007568	6644	0	0	1
86	Tceanc	NM_001007577	93	1	1	0
87	Tceanc	NM_001007577	266	1	0	1
88	Tceanc	NM_001007577	118	1	1	0
89	Tceanc	NM_001007577	-106	1	0	0
90	Fndc3c1	NM_001007580	161	1	1	0
91	Akirin2	NM_001007589	-111589	0	0	0
92	Akirin2	NM_001007589	-111802	0	0	0
93	Akirin2	NM_001007589	-111791	0	0	0
94	Akirin2	NM_001007589	-212873	0	0	0
95	Akirin2	NM_001007589	-213067	0	0	0
96	Rtn1	NM_001007596	24169	0	1	0
97	Rtn1	NM_001007596	24166	0	1	0
98	Asap3	NM_001008232	10827	0	0	1
99	Asap3	NM_001008232	10824	0	0	1
100	Asap3	NM_001008232	10844	0	0	1
101	Wdr34	NM_001008498	37648	0	1	0
102	Adora1	NM_001008533	1413	0	1	0
103	Tmem232	NM_001008973	-31095	0	0	0
104	Tmem232	NM_001008973	365994	0	0	0
105	Tmem232	NM_001008973	392592	0	0	0
106	Tmem232	NM_001008973	126985	0	0	1
107	Mup21	NM_001009550	27178	0	0	0
108	Unc13d	NM_001009573	336	1	1	0
109	Armcx5	NM_001009575	188	1	1	0
110	Armcx5	NM_001009575	8	1	1	0
111	Armcx5	NM_001009575	142	1	1	0
112	Dock11	NM_001009947	442	1	0	1
113	Slc38a8	NM_001009950	-4407	0	0	0
114	Ficd	NM_001010825	8928	0	1	0
115	Mrps33	NM_001010930	-33427	0	0	0
116	Mrps33	NM_001010930	-144	1	0	0
117	Olfr688	NM_001011533	-15416	0	0	0
118	Olfr987	NM_001011785	64895	0	0	0
119	Olfr1318	NM_001011802	12936	0	0	0
120	Olfr1318	NM_001011802	12914	0	0	0
121	Olfr761	NM_001011829	-43008	0	0	0
122	Olfr412	NM_001011851	31368	0	0	1
123	Olfr406	NM_001011863	2684	0	0	0
124	Xkr4	NM_001011874	-147908	0	0	0
125	Xkr4	NM_001011874	-63456	0	0	0
126	Xkr4	NM_001011874	139734	0	0	1
127	Sctr	NM_001012322	2758	0	0	1
128	Ecm2	NM_001012324	-16080	0	0	1
129	Zbtb18	NM_001012330	-83809	0	0	0
130	Wfdc6b	NM_001012725	5309	0	0	0
131	Aym1	NM_001012726	61357	0	0	0
132	Aym1	NM_001012726	40383	0	0	0
133	Aym1	NM_001012726	-272	1	0	0
134	Npcd	NM_001013360	6091	0	1	1
135	Prkaa1	NM_001013367	16715	0	0	1
136	Prkaa1	NM_001013367	-354	1	0	0
137	Dtx3l	NM_001013371	-8910	0	1	0
138	Utp18	NM_001013375	84686	0	0	0
139	Utp18	NM_001013375	68196	0	0	0
140	Utp18	NM_001013375	68539	0	0	0
141	Grm4	NM_001013385	87668	0	0	0
142	Grm4	NM_001013385	48733	0	1	0
143	Mrs2	NM_001013389	-8436	0	0	0
144	Cpsf6	NM_001013391	40857	0	0	0
145	Cpsf6	NM_001013391	-101293	0	0	0
146	Ric8b	NM_001013441	20708	0	0	1
147	Tmem151b	NM_001013749	3979	0	1	0
148	Tmem151b	NM_001013749	10187	0	0	1
149	Gm597	NM_001013750	321629	0	0	0
150	Gm597	NM_001013750	321586	0	0	0
151	Gm597	NM_001013750	800618	0	0	0
152	Gmnc	NM_001013761	35426	0	0	0
153	Lipo3	NM_001013770	52034	0	0	0
154	Zfp488	NM_001013777	197	1	0	1
155	Slc25a34	NM_001013780	-8239	0	1	0
156	Fbxw22	NM_001014395	-4581	0	0	0
157	Rap1gap2	NM_001015046	-173	1	0	0
158	Tyw1	NM_001015876	28900	0	0	1
159	Tyw1	NM_001015876	15025	0	0	1
160	Tyw1	NM_001015876	28876	0	0	1
161	Tbata	NM_001017407	22600	0	1	0
162	Tbata	NM_001017407	9322	0	0	1
163	Btbd11	NM_001017525	111140	0	0	0
164	Grxcr1	NM_001018019	44766	0	0	1
165	Otol1	NM_001018031	11252	0	1	0
166	Sp3	NM_001018042	-23171	0	0	0
167	Ldoc1	NM_001018087	105743	0	0	0
168	Ldoc1	NM_001018087	-23066	0	0	0
169	Trim15	NM_001024134	287	1	1	0
170	Adamts15	NM_001024139	212118	0	0	0
171	Adamts15	NM_001024139	50100	0	0	0
172	Bcat1	NM_001024468	60599	0	0	0
173	Bcat1	NM_001024468	1289	0	0	1
174	Bcat1	NM_001024468	1262	0	0	1
175	Bcat1	NM_001024468	26384	0	0	1
176	Inpp4b	NM_001024617	-302562	0	0	0
177	Cdkl5	NM_001024624	446	1	0	1
178	Cdkl5	NM_001024624	430	1	0	1
179	Cpa2	NM_001024698	10651	0	0	1
180	Cpa2	NM_001024698	-617	1	0	0
181	Mctp2	NM_001024703	106394	0	0	1
182	Triobp	NM_001024716	-9809	0	0	1
183	Rfx4	NM_001024918	-37541	0	1	0
184	Rfx4	NM_001024918	2754	0	0	1
185	Rfx4	NM_001024918	-37550	0	1	0
186	Trp53i13	NM_001024920	4623	0	1	0
187	Zfp667	NM_001024928	-7901	0	0	1
188	Lrig2	NM_001025067	-46633	0	0	0
189	Ntrk2	NM_001025074	336842	0	0	0
190	Ntrk2	NM_001025074	218840	0	0	1
191	Rhox1	NM_001025084	3769	0	0	1
192	Rhox1	NM_001025084	3725	0	0	1
193	Cracr2b	NM_001025103	-1403	0	1	0
194	Cracr2b	NM_001025103	473	1	0	1
195	Vegfa	NM_001025257	-10989	0	0	0
196	Vegfa	NM_001025257	-11038	0	0	0
197	Nkain2	NM_001025286	38718	0	0	1
198	Tfap2b	NM_001025305	22536	0	1	0
199	Tfap2b	NM_001025305	-849	1	0	1
200	Tfap2b	NM_001025305	21877	0	0	1
201	Fam196b	NM_001025382	145917	0	0	1
202	Fam196b	NM_001025382	20297	0	0	1
203	Eno1b	NM_001025388	63391	0	0	0
204	Eno1b	NM_001025388	63391	0	0	0
205	Sufu	NM_001025391	38221	0	0	1
206	Sufu	NM_001025391	37340	0	0	1
207	Src	NM_001025395	332	1	0	1
208	Src	NM_001025395	63399	0	0	0
209	Aptx	NM_001025444	-45	1	0	0
210	Dmbx1	NM_001025567	-32738	0	0	0
211	Dmbx1	NM_001025567	-32734	0	0	0
212	Maf	NM_001025577	340130	0	0	0
213	Maf	NM_001025577	-43677	0	0	0
214	Maf	NM_001025577	469488	0	0	1
215	Maf	NM_001025577	404481	0	0	1
216	Kcnj6	NM_001025590	125091	0	0	0
217	Kcnj6	NM_001025590	125337	0	0	0
218	Cadm1	NM_001025600	68370	0	0	1
219	Gm5168	NM_001025607	234681	0	0	0
220	Dnm1l	NM_001025947	-39636	0	0	0
221	Npnt	NM_001029836	-15116	0	0	0
222	Pknox2	NM_001029838	150437	0	0	1
223	Vrk1	NM_001029844	187006	0	0	0
224	Vrk1	NM_001029844	187000	0	0	0
225	Vrk1	NM_001029844	184636	0	0	0
226	Vrk1	NM_001029844	186989	0	0	0
227	Pdzd4	NM_001029868	619	1	1	0
228	Pdzd4	NM_001029868	298	1	1	0
229	Pdzd4	NM_001029868	726	1	0	1
230	Pdzd4	NM_001029868	246	1	1	0
231	Pdzd4	NM_001029868	271	1	1	0
232	Itgad	NM_001029872	-20107	0	0	0
233	Itgad	NM_001029872	-20129	0	0	0
234	Urb2	NM_001029876	39162	0	0	0
235	Urb2	NM_001029876	101931	0	0	0
236	Urb2	NM_001029876	50153	0	0	0
237	Gm5796	NM_001029930	158814	0	0	0
238	Tceal3	NM_001029978	580	1	0	1
239	Tceal3	NM_001029978	539	1	0	1
240	Kcp	NM_001029985	5198	0	0	1
241	Mettl17	NM_001029990	-8767	0	0	0
242	Mcat	NM_001030014	305	1	1	0
243	Rdh8	NM_001030290	1589	0	0	1
244	Enpp7	NM_001030291	4113	0	1	0
245	Olfm4	NM_001030294	701294	0	0	0
246	Dkc1	NM_001030307	330	1	0	1
247	Nudt10	NM_001031664	-69584	0	0	0
248	Lin28b	NM_001031772	-16325	0	0	0
249	Lin28b	NM_001031772	26	1	1	0
250	Rnf149	NM_001033135	-20545	0	0	0
251	Ttc9	NM_001033149	32832	0	1	0
252	Plekhm2	NM_001033150	290	1	0	1
253	Fbxo33	NM_001033156	-493812	0	0	0
254	5730507C01Rik	NM_001033157	976234	0	0	0
255	5730507C01Rik	NM_001033157	976132	0	0	0
256	5730507C01Rik	NM_001033157	976144	0	0	0
257	5730507C01Rik	NM_001033157	976221	0	0	0
258	5730507C01Rik	NM_001033157	732591	0	0	0
259	Cln6	NM_001033175	-467	1	0	0
260	1700057G04Rik	NM_001033184	25685	0	0	1
261	1700057G04Rik	NM_001033184	25773	0	0	1
262	Ccdc190	NM_001033185	-48400	0	0	0
263	Ttc7b	NM_001033213	73515	0	0	1
264	Ttc7b	NM_001033213	23432	0	0	1
265	Prickle1	NM_001033217	-117599	0	0	0
266	Prickle1	NM_001033217	-47549	0	0	0
267	Prickle1	NM_001033217	-117579	0	0	0
268	Prickle1	NM_001033217	47540	0	0	1
269	Pnrc1	NM_001033225	-8699	0	0	0
270	Pnrc1	NM_001033225	-8749	0	0	0
271	Cblb	NM_001033238	48196	0	0	1
272	Gm382	NM_001033241	42694	0	0	0
273	Cfap44	NM_001033247	3101	0	0	1
274	Cfap44	NM_001033247	3073	0	0	1
275	Gm266	NM_001033248	-22038	0	0	0
276	Gm732	NM_001033252	-391623	0	0	0
277	Plekhg1	NM_001033253	-43462	0	0	1
278	Pak6	NM_001033254	-29163	0	0	1
279	Arfgef3	NM_001033258	34367	0	0	1
280	Mcu	NM_001033259	-5827	0	0	0
281	Stox1	NM_001033260	58	1	1	0
282	Agap2	NM_001033263	930	1	1	0
283	Agap2	NM_001033263	2728	0	0	1
284	Agap2	NM_001033263	1160	0	1	0
285	Agap2	NM_001033263	2478	0	0	1
286	Agap2	NM_001033263	1175	0	1	0
287	Agap2	NM_001033263	12190	0	1	0
288	Agap2	NM_001033263	593	1	1	0
289	Agap2	NM_001033263	1141	0	1	0
290	Qrich2	NM_001033267	230	1	1	0
291	Qrich2	NM_001033267	-11847	0	0	0
292	Slc4a7	NM_001033270	-133177	0	0	0
293	Spata13	NM_001033272	-47521	0	0	0
294	Spata13	NM_001033272	-58306	0	0	0
295	5031439G07Rik	NM_001033273	-13861	0	0	0
296	Gxylt1	NM_001033275	19715	0	0	1
297	Gxylt1	NM_001033275	32768	0	1	0
298	Gxylt1	NM_001033275	269457	0	0	0
299	Gxylt1	NM_001033275	161083	0	0	0
300	Gxylt1	NM_001033275	108047	0	0	0
301	Gxylt1	NM_001033275	161077	0	0	0
302	Kmt2d	NM_001033276	19765	0	1	0
303	Spryd3	NM_001033277	2724	0	1	0
304	Spryd3	NM_001033277	3100	0	0	1
305	Spryd3	NM_001033277	2733	0	1	0
306	Spryd3	NM_001033277	2742	0	1	0
307	Prdm6	NM_001033281	-3234	0	0	0
308	Prdm6	NM_001033281	15679	0	0	1
309	Prdm6	NM_001033281	9195	0	0	1
310	Prdm6	NM_001033281	-3536	0	0	0
311	Cdc42bpa	NM_001033285	14	1	1	0
312	Slc30a10	NM_001033286	-1385	0	0	1
313	Kiz	NM_001033298	12644	0	0	1
314	Themis2	NM_001033308	2156	0	0	1
315	Carmil2	NM_001033320	3304	0	1	0
316	Carmil2	NM_001033320	3261	0	1	0
317	Carmil2	NM_001033320	3286	0	1	0
318	Carmil2	NM_001033320	-17898	0	0	1
319	Tmem231	NM_001033321	378	1	1	0
320	Zbtb16	NM_001033324	64065	0	0	1
321	Zbtb16	NM_001033324	361	1	0	1
322	Tmem185a	NM_001033328	-155	1	0	0
323	Arhgef9	NM_001033329	-30094	0	0	0
324	Arhgef9	NM_001033329	-30140	0	0	0
325	Arhgef9	NM_001033329	-30006	0	0	0
326	Arhgef9	NM_001033329	20	1	1	0
327	Myrfl	NM_001033333	-16182	0	0	1
328	Abcc4	NM_001033336	-17917	0	0	0
329	Cdc42bpg	NM_001033342	4955	0	1	0
330	Cdc42bpg	NM_001033342	-219	1	0	0
331	Sec31b	NM_001033343	14522	0	0	1
332	Iqsec3	NM_001033354	45176	0	1	0
333	Ntn5	NM_001033356	-8093	0	0	0
334	Gpr101	NM_001033360	226	1	0	1
335	Gpr101	NM_001033360	244	1	0	1
336	Gpr101	NM_001033360	225	1	0	1
337	Pgr15l	NM_001033361	-117435	0	0	0
338	Mroh5	NM_001033365	-322484	0	0	0
339	A430078G23Rik	NM_001033378	-81	1	0	0
340	A430078G23Rik	NM_001033378	-45	1	0	0
341	A430078G23Rik	NM_001033378	-61	1	0	0
342	Zfp865	NM_001033383	263	1	1	0
343	Tmem104	NM_001033393	21282	0	0	1
344	Nutm2	NM_001033400	23455	0	0	0
345	Shisa3	NM_001033415	39817	0	1	0
346	Dock1	NM_001033420	-58837	0	0	0
347	Dock1	NM_001033420	29319	0	0	1
348	Thoc2	NM_001033422	118	1	0	1
349	Thoc2	NM_001033422	556	1	0	1
350	Tmem211	NM_001033428	13349	0	0	0
351	Kdm7a	NM_001033430	609	1	0	1
352	Atxn7l1	NM_001033436	-12895	0	0	0
353	Atxn7l1	NM_001033436	-51105	0	0	0
354	Gm1587	NM_001033440	129045	0	0	1
355	Cdkl4	NM_001033443	-56051	0	0	1
356	Ccdc27	NM_001033455	-1028	0	0	0
357	Cpxcr1	NM_001033471	-600501	0	0	0
358	Cpxcr1	NM_001033471	-243643	0	0	0
359	A830080D01Rik	NM_001033472	276	1	0	1
360	A830080D01Rik	NM_001033472	156	1	1	0
361	A830080D01Rik	NM_001033472	640	1	0	1
362	A830080D01Rik	NM_001033472	650	1	0	1
363	A830080D01Rik	NM_001033472	288	1	0	1
364	BC048644	NM_001033485	14316	0	0	1
365	Rnf207	NM_001033489	6103	0	1	0
366	Ccdc102a	NM_001033533	5540	0	0	1
367	Ccdc102a	NM_001033533	4953	0	1	0
368	Il20rb	NM_001033543	46647	0	0	0
369	Il20rb	NM_001033543	191667	0	0	0
370	Il20rb	NM_001033543	163260	0	0	0
371	Dnah1	NM_001033668	36041	0	1	0
372	Fbxw10	NM_001033669	-6220	0	1	0
373	Mef2a	NM_001033713	16826	0	0	1
374	Tmem2	NM_001033759	10798	0	0	1
375	Ube2u	NM_001033773	115249	0	0	0
376	Gm5544	NM_001033779	34968	0	0	1
377	Gm5592	NM_001033782	-118938	0	0	0
378	Smim9	NM_001033786	-69217	0	0	1
379	Smim9	NM_001033786	7981	0	0	1
380	Smim9	NM_001033786	7905	0	0	1
381	Smim9	NM_001033786	-69234	0	0	1
382	Smim9	NM_001033786	7904	0	0	1
383	Smim9	NM_001033786	-69207	0	0	1
384	Cldn34b4	NM_001033799	4735	0	0	0
385	Kcnk9	NM_001033876	33077	0	0	1
386	4930415L06Rik	NM_001033880	-193464	0	0	0
387	H2-Eb2	NM_001033978	8649	0	1	0
388	Ldlrad2	NM_001033979	16317	0	1	0
389	Ldlrad2	NM_001033979	16325	0	1	0
390	Ccdc160	NM_001034059	-1435	0	0	0
391	Ccdc160	NM_001034059	-14225	0	0	0
392	Ccdc160	NM_001034059	-1569	0	0	0
393	Ccdc160	NM_001034059	78	1	1	0
394	Ppp2r1b	NM_001034085	36437	0	1	0
395	H2al1n	NM_001034100	312059	0	0	0
396	Ank2	NM_001034168	171466	0	0	1
397	Armc2	NM_001034858	-123988	0	0	0
398	Tmem136	NM_001034863	-37087	0	0	1
399	Gm4907	NM_001034864	259483	0	0	0
400	Gm4981	NM_001034869	-3658	0	0	0
401	Bpifb4	NM_001034875	-2699	0	0	0
402	Ermard	NM_001034891	27850	0	0	0
403	Zc3h12b	NM_001034907	234	1	1	0
404	Sorbs1	NM_001034962	-27051	0	0	1
405	Trpm3	NM_001035239	-104979	0	0	0
406	Trpm3	NM_001035241	55070	0	0	1
407	Nrbf2	NM_001036293	-115805	0	0	0
408	Atp2b2	NM_001036684	34402	0	0	1
409	Ccne2	NM_001037134	-8487	0	0	0
410	Agap1	NM_001037136	26783	0	0	1
411	Agap1	NM_001037136	26851	0	0	1
412	Gm4925	NM_001037166	14988	0	0	0
413	Defb36	NM_001037247	3520	0	0	1
414	Prok2	NM_001037539	-256527	0	0	0
415	Cgn	NM_001037711	17246	0	1	0
416	Slc38a6	NM_001037717	52662	0	0	1
417	Slc38a6	NM_001037717	52665	0	0	1
418	Slc38a6	NM_001037717	52680	0	0	1
419	Adcy7	NM_001037724	16315	0	0	1
420	Arhgef10	NM_001037736	25225	0	0	1
421	Arhgef10	NM_001037736	11977	0	0	1
422	Defb48	NM_001037751	31448	0	1	0
423	Brms1l	NM_001037756	133943	0	0	0
424	Zdhhc12	NM_001037762	-14667	0	1	0
425	Spn	NM_001037810	-19209	0	0	0
426	Spn	NM_001037810	-20872	0	0	0
427	Spn	NM_001037810	-19235	0	0	0
428	Csf1r	NM_001037859	-13244	0	0	0
429	Nell1	NM_001037906	26384	0	0	1
430	Gm6377	NM_001037917	192732	0	0	0
431	Gm6377	NM_001037917	264327	0	0	0
432	Usp14	NM_001038589	-21996	0	0	0
433	Usp14	NM_001038589	-21977	0	0	0
434	Usp14	NM_001038589	-21991	0	0	0
435	Kcnh1	NM_001038607	253591	0	0	1
436	Kcnh1	NM_001038607	102124	0	0	1
437	Olfm1	NM_001038612	86959	0	0	0
438	Rabgap1l	NM_001038621	-25967	0	0	1
439	Gng2	NM_001038637	-48293	0	0	0
440	Slco3a1	NM_001038643	-343637	0	0	0
441	Gng7	NM_001038655	-1446	0	0	1
442	Faim2	NM_001038658	-16489	0	0	0
443	Faim2	NM_001038658	-16444	0	0	0
444	Trim58	NM_001039047	264	1	1	0
445	Klhl15	NM_001039060	395	1	1	0
446	Klhl15	NM_001039060	382	1	1	0
447	Klhl15	NM_001039060	78	1	1	0
448	Klhl15	NM_001039060	411	1	1	0
449	Klhl15	NM_001039060	393	1	1	0
450	Klhl15	NM_001039060	394	1	1	0
451	Rapgef1	NM_001039086	58290	0	0	1
452	Sel1l	NM_001039089	-1036663	0	0	0
453	Sel1l	NM_001039089	-131379	0	0	0
454	Ddhd1	NM_001039106	-851	1	0	0
455	Kncn	NM_001039124	-5696	0	1	0
456	Kncn	NM_001039124	-5925	0	1	0
457	Morf4l1	NM_001039147	-21124	0	0	0
458	Cdh8	NM_001039154	-1575753	0	0	0
459	Rbfox3	NM_001039167	18026	0	0	1
460	Rbfox3	NM_001039167	66747	0	0	1
461	Rbfox3	NM_001039167	191314	0	0	1
462	Bicd2	NM_001039179	37767	0	1	0
463	Zfp982	NM_001039209	46117	0	0	1
464	Gm6583	NM_001039228	-13429	0	1	0
465	Gm6583	NM_001039228	-13430	0	1	0
466	Gm6583	NM_001039228	-13394	0	0	1
467	Gm6583	NM_001039228	-13439	0	1	0
468	Mobp	NM_001039364	36156	0	0	0
469	Slc22a15	NM_001039371	19337	0	0	1
470	Trim46	NM_001039466	7442	0	1	0
471	Kif21b	NM_001039472	31162	0	0	1
472	Kif21b	NM_001039472	32720	0	0	1
473	Kif21b	NM_001039472	9149	0	0	1
474	Piezo2	NM_001039485	1734	0	0	1
475	Lipe	NM_001039507	4844	0	1	1
476	Zfp784	NM_001039532	7539	0	1	0
477	Zfp784	NM_001039532	7680	0	1	0
478	Lif	NM_001039537	359	1	0	1
479	1700015E13Rik	NM_001039593	-12	1	0	0
480	Lhx3	NM_001039653	-344	1	0	0
481	Mtl5	NM_001039658	-19815	0	0	1
482	Zfp606	NM_001039951	15779	0	1	0
483	Defb41	NM_001040027	-393760	0	0	0
484	Aak1	NM_001040106	4634	0	0	1
485	Arap1	NM_001040112	-5003	0	1	0
486	Setd1b	NM_001040398	6144	0	1	0
487	Thsd4	NM_001040426	-7453	0	0	0
488	Tacc3	NM_001040435	31212	0	0	0
489	Shroom4	NM_001040459	537	1	0	1
490	Shroom4	NM_001040459	524	1	0	1
491	Shroom4	NM_001040459	605	1	0	1
492	Shroom4	NM_001040459	253	1	0	1
493	Gm5169	NM_001040669	31985	0	0	0
494	Clmn	NM_001040682	-31574	0	0	0
495	Clmn	NM_001040682	-31617	0	0	0
496	Clmn	NM_001040682	-46335	0	0	0
497	Pex10	NM_001042407	-3760	0	0	0
498	Kntc1	NM_001042421	57858	0	0	1
499	Kntc1	NM_001042421	36900	0	0	1
500	Dlgap4	NM_001042487	711	1	1	1
501	Dlgap4	NM_001042487	25770	0	0	1
502	Pitx2	NM_001042502	1637	0	0	1
503	Cd63	NM_001042580	-164	1	0	0
504	Dhx15	NM_001042620	74053	0	0	0
505	Syne3	NM_001042699	40614	0	1	0
506	Rarg	NM_001042727	2593	0	0	1
507	Proc	NM_001042767	-8310	0	0	0
508	Eml1	NM_001043335	37931	0	0	1
509	Cacna1i	NM_001044308	61467	0	0	1
510	Cacna1i	NM_001044308	38743	0	0	1
511	Ubtf	NM_001044383	8330	0	1	0
512	Zfx	NM_001044386	-208	1	0	0
513	Zfx	NM_001044386	-219	1	0	0
514	Zfx	NM_001044386	-176	1	0	0
515	Zfx	NM_001044386	-200	1	0	0
516	Zfx	NM_001044386	-187	1	0	0
517	Bahd1	NM_001045523	-5002	0	0	0
518	Morc3	NM_001045529	20393	0	0	1
519	Rbm15	NM_001045807	7645	0	0	0
520	Azi2	NM_001048146	-149516	0	0	0
521	Jak2	NM_001048177	-21580	0	0	0
522	Ghr	NM_001048178	1749	0	0	1
523	Med14	NM_001048208	-5	1	0	0
524	Smim15	NM_001048250	-63983	0	0	0
525	Bsg	NM_001077184	4549	0	1	1
526	C77370	NM_001077354	629	1	0	1
527	C77370	NM_001077354	606	1	0	1
528	C77370	NM_001077354	64	1	1	0
529	C77370	NM_001077354	385	1	1	0
530	C77370	NM_001077354	621	1	0	1
531	C77370	NM_001077354	643	1	0	1
532	C77370	NM_001077354	418	1	1	0
533	C77370	NM_001077354	617	1	0	1
534	C77370	NM_001077354	376	1	1	0
535	C77370	NM_001077354	379	1	1	0
536	C77370	NM_001077354	394	1	1	0
537	C77370	NM_001077354	382	1	1	0
538	C77370	NM_001077354	388	1	1	0
539	Fhl1	NM_001077361	152	1	1	1
540	Fhl1	NM_001077361	145	1	1	1
541	Fhl1	NM_001077361	120	1	1	1
542	Fhl1	NM_001077361	110	1	1	1
543	Fhl1	NM_001077361	159	1	1	1
544	Tsc22d3	NM_001077364	404	1	0	1
545	Tsc22d3	NM_001077364	2060	0	1	0
546	Tsc22d3	NM_001077364	366	1	0	1
547	Tsc22d3	NM_001077364	397	1	0	1
548	Tsc22d3	NM_001077364	1217	0	0	1
549	Tsc22d3	NM_001077364	390	1	0	1
550	Tsc22d3	NM_001077364	293	1	0	1
551	Tsc22d3	NM_001077364	401	1	0	1
552	Tsc22d3	NM_001077364	2057	0	1	0
553	Tsc22d3	NM_001077364	1309	0	0	1
554	Tsc22d3	NM_001077364	2051	0	1	0
555	Tsc22d3	NM_001077364	2145	0	1	0
556	Tsc22d3	NM_001077364	1328	0	0	1
557	Tsc22d3	NM_001077364	2027	0	1	0
558	Nrp2	NM_001077404	25123	0	0	1
559	Sbpl	NM_001077421	-8577	0	0	0
560	Cntnap5a	NM_001077425	406475	0	0	1
561	Cntnap5a	NM_001077425	929967	0	0	0
562	Tnfrsf9	NM_001077509	30634	0	0	0
563	Slc1a2	NM_001077514	-260	1	0	0
564	Slc1a2	NM_001077515	56587	0	0	1
565	Tsks	NM_001077591	11796	0	0	1
566	Shroom3	NM_001077596	44762	0	1	0
567	Shroom3	NM_001077596	44804	0	1	0
568	Ptpn6	NM_001077705	1361	0	0	1
569	Stag2	NM_001077712	-20844	0	0	0
570	Stag2	NM_001077712	455	1	0	1
571	Stag2	NM_001077712	68	1	1	0
572	Zbtb33	NM_001079513	232	1	1	1
573	Zbtb33	NM_001079513	139	1	1	1
574	Zbtb33	NM_001079513	106	1	1	0
575	Zbtb33	NM_001079513	0	1	0	0
